Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs
22/10/2023,UH Waterford,0,0,0,14,24,,
22/10/2023,Wexford General Hospital,7,5,12,4,6,2,
22/10/2023,Cork University Hospital,19,3,22,18,54,3,
22/10/2023,Mercy University Hospital,4,0,4,4,25,1,
22/10/2023,UH Kerry,22,0,22,15,22,6,2
22/10/2023,UH Limerick,38,36,74,28,16,11,1
22/10/2023,Galway University Hospital,21,3,24,22,24,,3
22/10/2023,Letterkenny University Hospital,1,0,1,0,23,,
22/10/2023,HSE Dublin and South East Total,112,47,159,105,194,23,6
22/10/2023,Mayo University Hospital,5,11,16,10,12,10,
22/10/2023,Portiuncula University Hospital,0,0,0,0,3,,
22/10/2023,Sligo University Hospital,-11,12,1,12,16,,
22/10/2023,National Total,214,73,287,234,470,45,6
23/10/2023,Beaumont Hospital,13,,13,0,17,,
23/10/2023,Cavan General Hospital,5,0,5,2,3,,
23/10/2023,Connolly Hospital,7,0,7,13,10,,
23/10/2023,Mater Misericordiae University Hospital,26,,26,0,23,4,1
23/10/2023,Our Lady of Lourdes Hospital,15,1,16,20,0,,
23/10/2023,Our Lady's Hospital Navan,0,,0,6,3,,
23/10/2023,CHI at Crumlin,3,,3,,4,,
23/10/2023,CHI at Tallaght,0,,0,,2,,
23/10/2023,HSE Dublin and North East Total,69,1,70,41,62,4,1
23/10/2023,CHI at Temple Street,8,,8,,4,2,
23/10/2023,MRH Mullingar,6,0,6,1,0,,
23/10/2023,MRH Portlaoise,8,,8,7,3,,
23/10/2023,MRH Tullamore,0,0,0,23,5,,
23/10/2023,Naas General Hospital,11,4,15,4,9,,1
23/10/2023,St. James's Hospital,10,0,10,0,63,,
23/10/2023,Tallaght University Hospital,37,7,44,21,42,11,2
23/10/2023,St Luke's General Hospital Kilkenny,9,1,10,38,7,,
23/10/2023,St. Vincent's University Hospital,35,0,35,22,46,15,1
23/10/2023,Tipperary University Hospital,3,0,3,12,4,2,
23/10/2023,HSE Dublin and Midlands Total,127,12,139,128,183,30,4
23/10/2023,UH Waterford,0,0,0,18,24,,
23/10/2023,Wexford General Hospital,10,6,16,4,6,5,
23/10/2023,Cork University Hospital,22,8,30,20,54,4,
23/10/2023,Mercy University Hospital,12,0,12,5,25,1,
23/10/2023,UH Kerry,22,0,22,23,22,9,1
23/10/2023,UH Limerick,39,36,75,77,13,23,5
23/10/2023,Galway University Hospital,16,8,24,22,24,4,
23/10/2023,Letterkenny University Hospital,0,1,1,8,23,,
23/10/2023,HSE Dublin and South East Total,121,59,180,177,191,46,6
23/10/2023,Mayo University Hospital,3,14,17,10,12,11,
23/10/2023,Portiuncula University Hospital,0,0,0,0,3,,
23/10/2023,Sligo University Hospital,13,15,28,12,16,10,
23/10/2023,National Total,333,101,434,368,467,101,11
24/10/2023,Beaumont Hospital,15,,15,0,19,,1
24/10/2023,Cavan General Hospital,3,1,4,3,3,,
24/10/2023,Connolly Hospital,0,0,0,8,10,,
24/10/2023,Mater Misericordiae University Hospital,25,,25,0,24,1,
24/10/2023,Our Lady of Lourdes Hospital,22,1,23,24,0,,
24/10/2023,Our Lady's Hospital Navan,6,,6,7,3,,
24/10/2023,CHI at Crumlin,6,,6,,4,,
24/10/2023,CHI at Tallaght,0,,0,,2,,
24/10/2023,HSE Dublin and North East Total,77,2,79,42,65,1,1
24/10/2023,CHI at Temple Street,11,,11,,4,,
24/10/2023,MRH Mullingar,4,0,4,0,0,,
24/10/2023,MRH Portlaoise,4,,4,4,3,,
24/10/2023,MRH Tullamore,0,0,0,26,5,,
24/10/2023,Naas General Hospital,12,2,14,5,10,,1
24/10/2023,St. James's Hospital,20,0,20,0,63,,
24/10/2023,Tallaght University Hospital,28,,28,20,43,13,1
24/10/2023,St Luke's General Hospital Kilkenny,6,4,10,36,7,,
24/10/2023,St. Vincent's University Hospital,35,,35,35,46,8,
24/10/2023,Tipperary University Hospital,14,,14,10,4,2,
24/10/2023,HSE Dublin and Midlands Total,134,6,140,136,185,23,2
24/10/2023,UH Waterford,0,,0,16,24,,
24/10/2023,Wexford General Hospital,3,4,7,,7,1,
24/10/2023,Cork University Hospital,20,8,28,17,59,6,
24/10/2023,Mercy University Hospital,23,,23,8,26,3,5
24/10/2023,UH Kerry,23,0,23,22,22,4,
24/10/2023,UH Limerick,23,36,59,40,12,11,5
24/10/2023,Galway University Hospital,24,8,32,20,24,4,
24/10/2023,Letterkenny University Hospital,4,,4,8,29,,
24/10/2023,HSE Dublin and South East Total,120,56,176,131,203,29,10
24/10/2023,Mayo University Hospital,4,11,15,7,14,8,
24/10/2023,Portiuncula University Hospital,10,3,13,3,4,,
24/10/2023,Sligo University Hospital,18,10,28,12,16,11,
24/10/2023,National Total,363,88,451,331,487,72,13
25/10/2023,Beaumont Hospital,0,,0,0,20,,1
25/10/2023,Cavan General Hospital,5,,5,4,1,,
25/10/2023,Connolly Hospital,0,0,0,11,10,,
25/10/2023,Mater Misericordiae University Hospital,29,,29,0,23,2,1
25/10/2023,Our Lady of Lourdes Hospital,13,1,14,23,0,,
25/10/2023,Our Lady's Hospital Navan,3,,3,7,3,,
25/10/2023,CHI at Crumlin,6,,6,,4,,
25/10/2023,CHI at Tallaght,3,,3,,2,,
25/10/2023,HSE Dublin and North East Total,59,1,60,45,63,2,2
25/10/2023,CHI at Temple Street,3,,3,,4,1,
25/10/2023,MRH Mullingar,10,,10,0,0,1,
25/10/2023,MRH Portlaoise,9,0,9,0,6,1,
25/10/2023,MRH Tullamore,0,0,0,24,5,,
25/10/2023,Naas General Hospital,4,3,7,3,10,,
25/10/2023,St. James's Hospital,41,0,41,0,63,5,
25/10/2023,Tallaght University Hospital,26,7,33,20,45,16,
25/10/2023,St Luke's General Hospital Kilkenny,6,6,12,40,6,3,
25/10/2023,St. Vincent's University Hospital,40,,40,52,54,7,
25/10/2023,Tipperary University Hospital,10,0,10,12,4,6,
25/10/2023,HSE Dublin and Midlands Total,149,16,165,151,197,40,0
25/10/2023,UH Waterford,0,0,0,12,30,,
25/10/2023,Wexford General Hospital,10,,10,6,9,,
25/10/2023,Cork University Hospital,17,7,24,17,59,4,
25/10/2023,Mercy University Hospital,24,0,24,8,28,10,
25/10/2023,UH Kerry,18,0,18,22,22,8,
25/10/2023,UH Limerick,9,36,45,51,14,2,
25/10/2023,Galway University Hospital,37,7,44,20,19,8,
25/10/2023,Letterkenny University Hospital,4,,4,7,30,,
25/10/2023,HSE Dublin and South East Total,119,50,169,143,211,32,0
25/10/2023,Mayo University Hospital,12,7,19,4,13,5,
25/10/2023,Portiuncula University Hospital,3,0,3,5,5,,
25/10/2023,Sligo University Hospital,24,18,42,12,16,13,
25/10/2023,National Total,366,92,458,360,505,92,2
26/10/2023,Beaumont Hospital,0,,0,0,24,,
26/10/2023,Cavan General Hospital,-1,1,0,2,1,,
26/10/2023,Connolly Hospital,0,0,0,10,10,,
26/10/2023,Mater Misericordiae University Hospital,25,,25,0,26,4,4
26/10/2023,Our Lady of Lourdes Hospital,10,,10,22,1,,
26/10/2023,Our Lady's Hospital Navan,7,,7,5,2,,
26/10/2023,CHI at Crumlin,11,,11,,4,,
26/10/2023,CHI at Tallaght,0,,0,,2,,
26/10/2023,HSE Dublin and North East Total,52,1,53,39,70,4,4
26/10/2023,CHI at Temple Street,11,,11,,4,,
26/10/2023,MRH Mullingar,3,0,3,0,0,1,
26/10/2023,MRH Portlaoise,4,0,4,0,6,,
26/10/2023,MRH Tullamore,0,0,0,12,6,,
26/10/2023,Naas General Hospital,5,3,8,3,9,,
26/10/2023,St. James's Hospital,25,,25,0,62,9,
26/10/2023,Tallaght University Hospital,27,3,30,20,45,8,
26/10/2023,St Luke's General Hospital Kilkenny,12,5,17,40,7,3,
26/10/2023,St. Vincent's University Hospital,25,0,25,34,54,5,
26/10/2023,Tipperary University Hospital,9,,9,12,4,4,
26/10/2023,HSE Dublin and Midlands Total,121,11,132,121,197,30,0
26/10/2023,UH Waterford,0,0,0,10,26,,
26/10/2023,Wexford General Hospital,5,7,12,0,10,1,
26/10/2023,Cork University Hospital,17,7,24,17,58,2,
26/10/2023,Mercy University Hospital,18,0,18,8,28,5,
26/10/2023,UH Kerry,19,0,19,15,18,4,1
26/10/2023,UH Limerick,6,36,42,52,17,,
26/10/2023,Galway University Hospital,20,5,25,21,19,8,
26/10/2023,Letterkenny University Hospital,6,5,11,4,28,,
26/10/2023,HSE Dublin and South East Total,91,60,151,127,204,20,1
26/10/2023,Mayo University Hospital,1,8,9,3,12,2,
26/10/2023,Portiuncula University Hospital,0,0,0,0,5,,
26/10/2023,Sligo University Hospital,23,,23,11,16,13,
26/10/2023,National Total,288,80,368,301,504,69,5
27/10/2023,Beaumont Hospital,0,,0,0,21,,
27/10/2023,Cavan General Hospital,2,0,2,0,1,,
27/10/2023,Connolly Hospital,0,0,0,5,10,,
27/10/2023,Mater Misericordiae University Hospital,22,0,22,0,26,,
27/10/2023,Our Lady of Lourdes Hospital,11,1,12,13,1,,
27/10/2023,Our Lady's Hospital Navan,0,0,0,0,2,,
27/10/2023,CHI at Crumlin,6,,6,,4,,
27/10/2023,CHI at Tallaght,4,,4,,2,,
27/10/2023,HSE Dublin and North East Total,45,1,46,18,67,0,0
27/10/2023,CHI at Temple Street,0,7,7,,5,,
27/10/2023,MRH Mullingar,2,0,2,0,0,,
27/10/2023,MRH Portlaoise,7,0,7,0,8,,
27/10/2023,MRH Tullamore,0,0,0,13,6,,
27/10/2023,Naas General Hospital,12,3,15,3,12,2,
27/10/2023,St. James's Hospital,21,0,21,0,64,1,
27/10/2023,Tallaght University Hospital,14,,14,21,43,6,
27/10/2023,St Luke's General Hospital Kilkenny,7,4,11,36,6,2,
27/10/2023,St. Vincent's University Hospital,12,,12,22,53,,
27/10/2023,Tipperary University Hospital,7,,7,12,4,3,
27/10/2023,HSE Dublin and Midlands Total,82,14,96,107,201,14,0
27/10/2023,UH Waterford,0,,0,10,29,,
27/10/2023,Wexford General Hospital,7,5,12,4,7,2,
27/10/2023,Cork University Hospital,12,7,19,10,60,,
27/10/2023,Mercy University Hospital,19,0,19,8,33,6,6
27/10/2023,UH Kerry,14,0,14,10,18,1,
27/10/2023,UH Limerick,7,35,42,18,15,1,
27/10/2023,Galway University Hospital,14,1,15,20,18,1,
27/10/2023,Letterkenny University Hospital,0,4,4,0,30,1,
27/10/2023,HSE Dublin and South East Total,73,52,125,80,210,12,6
27/10/2023,Mayo University Hospital,5,8,13,5,16,6,
27/10/2023,Portiuncula University Hospital,2,0,2,0,5,,
27/10/2023,Sligo University Hospital,6,,6,12,16,,
27/10/2023,National Total,213,75,288,222,515,32,6
28/10/2023,Beaumont Hospital,0,0,0,0,19,,
28/10/2023,Cavan General Hospital,1,0,1,4,1,,
28/10/2023,Connolly Hospital,0,0,0,0,10,,
28/10/2023,Mater Misericordiae University Hospital,7,,7,0,28,,
28/10/2023,Our Lady of Lourdes Hospital,0,0,0,6,1,,
28/10/2023,Our Lady's Hospital Navan,0,,0,,2,,
28/10/2023,CHI at Crumlin,5,,5,,4,,
28/10/2023,CHI at Tallaght,4,,4,,2,,
28/10/2023,HSE Dublin and North East Total,17,0,17,10,67,0,0
28/10/2023,CHI at Temple Street,4,,4,,5,,
28/10/2023,MRH Mullingar,5,0,5,0,0,,
28/10/2023,MRH Portlaoise,5,,5,0,7,,
28/10/2023,MRH Tullamore,0,,0,0,6,,
28/10/2023,Naas General Hospital,5,0,5,0,13,,
28/10/2023,St. James's Hospital,5,0,5,0,67,,
28/10/2023,Tallaght University Hospital,7,,7,13,43,,
28/10/2023,St Luke's General Hospital Kilkenny,0,0,0,0,6,,
28/10/2023,St. Vincent's University Hospital,7,0,7,22,53,,
28/10/2023,Tipperary University Hospital,0,,0,10,4,,
28/10/2023,HSE Dublin and Midlands Total,38,0,38,45,204,0,0
28/10/2023,UH Waterford,0,0,0,1,30,,
28/10/2023,Wexford General Hospital,3,0,3,0,4,,
28/10/2023,Cork University Hospital,12,3,15,10,59,,
28/10/2023,Mercy University Hospital,9,,9,6,29,,
28/10/2023,UH Kerry,16,0,16,17,20,4,
28/10/2023,UH Limerick,6,23,29,10,13,,
28/10/2023,Galway University Hospital,0,0,0,19,21,,
28/10/2023,Letterkenny University Hospital,0,0,0,0,24,,
28/10/2023,HSE Dublin and South East Total,46,26,72,63,200,4,0
28/10/2023,Mayo University Hospital,9,,9,,13,2,
28/10/2023,Portiuncula University Hospital,0,0,0,0,6,,
28/10/2023,Sligo University Hospital,1,7,8,11,16,3,
28/10/2023,National Total,111,33,144,129,506,9,0
29/10/2023,Beaumont Hospital,0,0,0,0,19,,
29/10/2023,Cavan General Hospital,3,1,4,9,1,,
29/10/2023,Connolly Hospital,0,0,0,0,10,,
29/10/2023,Mater Misericordiae University Hospital,5,,5,0,28,,
29/10/2023,Our Lady of Lourdes Hospital,2,1,3,15,1,,
29/10/2023,Our Lady's Hospital Navan,2,,2,0,2,,
29/10/2023,CHI at Crumlin,0,,0,,4,,
29/10/2023,CHI at Tallaght,1,,1,,2,,
29/10/2023,HSE Dublin and North East Total,13,2,15,24,67,0,0
29/10/2023,CHI at Temple Street,5,,5,,5,,
29/10/2023,MRH Mullingar,5,0,5,0,0,1,1
29/10/2023,MRH Portlaoise,0,0,0,7,7,,
29/10/2023,MRH Tullamore,0,0,0,0,6,,
29/10/2023,Naas General Hospital,4,3,7,0,9,,
29/10/2023,St. James's Hospital,13,0,13,0,67,,
29/10/2023,Tallaght University Hospital,14,,14,15,43,,
29/10/2023,St Luke's General Hospital Kilkenny,0,0,0,26,6,,
29/10/2023,St. Vincent's University Hospital,4,0,4,22,53,,
29/10/2023,Tipperary University Hospital,1,,1,12,4,,
29/10/2023,HSE Dublin and Midlands Total,46,3,49,82,200,1,1
29/10/2023,UH Waterford,0,0,0,1,30,,
29/10/2023,Wexford General Hospital,0,0,0,3,4,,
29/10/2023,Cork University Hospital,7,7,14,15,59,,
29/10/2023,Mercy University Hospital,10,,10,7,29,1,
29/10/2023,UH Kerry,14,0,14,28,20,1,
29/10/2023,UH Limerick,6,33,39,23,13,,
29/10/2023,Galway University Hospital,0,0,0,4,21,,
29/10/2023,Letterkenny University Hospital,8,1,9,1,24,1,
29/10/2023,HSE Dublin and South East Total,45,41,86,82,200,3,0
29/10/2023,Mayo University Hospital,0,5,5,5,13,2,
29/10/2023,Portiuncula University Hospital,1,0,1,0,6,,
29/10/2023,Sligo University Hospital,8,2,10,11,16,2,
29/10/2023,National Total,113,53,166,204,502,8,1
30/10/2023,Beaumont Hospital,0,0,0,26,19,,
30/10/2023,Cavan General Hospital,1,1,2,10,1,,
30/10/2023,Connolly Hospital,0,0,0,0,10,,
30/10/2023,Mater Misericordiae University Hospital,23,,23,0,28,,
30/10/2023,Our Lady of Lourdes Hospital,4,1,5,19,1,,
30/10/2023,Our Lady's Hospital Navan,1,0,1,5,2,,
30/10/2023,CHI at Crumlin,0,,0,,4,,
30/10/2023,CHI at Tallaght,6,,6,,2,,
30/10/2023,HSE Dublin and North East Total,35,2,37,60,67,0,0
30/10/2023,CHI at Temple Street,4,,4,,5,,
30/10/2023,MRH Mullingar,12,0,12,0,0,2,1
30/10/2023,MRH Portlaoise,3,,3,10,7,1,
30/10/2023,MRH Tullamore,0,0,0,0,6,,
30/10/2023,Naas General Hospital,4,2,6,0,9,,
30/10/2023,St. James's Hospital,22,,22,0,67,2,
30/10/2023,Tallaght University Hospital,24,0,24,20,46,3,
30/10/2023,St Luke's General Hospital Kilkenny,0,0,0,0,6,,
30/10/2023,St. Vincent's University Hospital,9,0,9,22,53,,
30/10/2023,Tipperary University Hospital,5,,5,12,4,,
30/10/2023,HSE Dublin and Midlands Total,83,2,85,64,203,8,1
30/10/2023,UH Waterford,0,0,0,3,30,,
30/10/2023,Wexford General Hospital,5,0,5,4,4,,
30/10/2023,Cork University Hospital,7,12,19,22,59,,
30/10/2023,Mercy University Hospital,6,0,6,7,29,,
30/10/2023,UH Kerry,16,0,16,32,20,5,
30/10/2023,UH Limerick,9,32,41,26,13,1,
30/10/2023,Galway University Hospital,10,0,10,22,21,,
30/10/2023,Letterkenny University Hospital,10,7,17,10,24,1,
30/10/2023,HSE Dublin and South East Total,63,51,114,126,200,7,0
30/10/2023,Mayo University Hospital,4,6,10,5,13,4,
30/10/2023,Portiuncula University Hospital,0,0,0,0,6,,
30/10/2023,Sligo University Hospital,2,6,8,11,16,2,
30/10/2023,National Total,187,67,254,266,505,21,1
31/10/2023,Beaumont Hospital,16,,16,0,19,,
31/10/2023,Cavan General Hospital,13,2,15,3,1,,1
31/10/2023,Connolly Hospital,0,0,0,4,10,,
31/10/2023,Mater Misericordiae University Hospital,27,,27,0,28,8,
31/10/2023,Our Lady of Lourdes Hospital,14,1,15,24,1,,
31/10/2023,Our Lady's Hospital Navan,4,,4,7,2,,
31/10/2023,CHI at Crumlin,10,,10,,4,1,
31/10/2023,CHI at Tallaght,3,,3,,2,,
31/10/2023,HSE Dublin and North East Total,87,3,90,38,67,9,1
31/10/2023,CHI at Temple Street,8,,8,,5,,
31/10/2023,MRH Mullingar,10,4,14,5,0,,
31/10/2023,MRH Portlaoise,0,,0,10,7,,
31/10/2023,MRH Tullamore,0,0,0,10,6,,
31/10/2023,Naas General Hospital,11,3,14,6,12,1,
31/10/2023,St. James's Hospital,21,0,21,0,64,5,
31/10/2023,Tallaght University Hospital,24,0,24,16,47,5,1
31/10/2023,St Luke's General Hospital Kilkenny,7,0,7,36,6,,
31/10/2023,St. Vincent's University Hospital,12,0,12,0,47,3,1
31/10/2023,Tipperary University Hospital,13,,13,12,4,2,
31/10/2023,HSE Dublin and Midlands Total,106,7,113,95,198,16,2
31/10/2023,UH Waterford,0,,0,3,26,,
31/10/2023,Wexford General Hospital,5,1,6,3,4,,
31/10/2023,Cork University Hospital,29,10,39,22,53,2,
31/10/2023,Mercy University Hospital,19,0,19,8,23,1,
31/10/2023,UH Kerry,25,0,25,32,20,7,
31/10/2023,UH Limerick,13,40,53,18,17,3,
31/10/2023,Galway University Hospital,19,8,27,22,21,5,1
31/10/2023,Letterkenny University Hospital,10,6,16,22,25,4,
31/10/2023,HSE Dublin and South East Total,120,65,185,130,189,22,1
31/10/2023,Mayo University Hospital,5,10,15,8,16,4,
31/10/2023,Portiuncula University Hospital,1,0,1,4,4,,
31/10/2023,Sligo University Hospital,7,11,18,12,16,6,
31/10/2023,National Total,326,96,422,287,490,57,4
01/11/2023,Beaumont Hospital,16,,16,0,,,
01/11/2023,Cavan General Hospital,15,2,17,3,,,1
01/11/2023,Connolly Hospital,0,0,0,0,,,
01/11/2023,Mater Misericordiae University Hospital,34,,34,0,,1,
01/11/2023,Our Lady of Lourdes Hospital,4,1,5,10,,,
01/11/2023,Our Lady's Hospital Navan,4,,4,7,,,
01/11/2023,CHI at Crumlin,9,,9,,,,
01/11/2023,CHI at Tallaght,2,,2,,,,
01/11/2023,HSE Dublin and North East Total,84,3,87,20,0,1,1
01/11/2023,CHI at Temple Street,13,,13,,,,
01/11/2023,MRH Mullingar,9,3,12,3,,,
01/11/2023,MRH Portlaoise,3,0,3,10,,,
01/11/2023,MRH Tullamore,0,0,0,15,,,
01/11/2023,Naas General Hospital,1,6,7,6,,,
01/11/2023,St. James's Hospital,37,0,37,10,,,
01/11/2023,Tallaght University Hospital,25,0,25,28,,9,1
01/11/2023,St Luke's General Hospital Kilkenny,12,4,16,49,,4,3
01/11/2023,St. Vincent's University Hospital,17,0,17,22,,2,
01/11/2023,Tipperary University Hospital,9,0,9,12,,2,
01/11/2023,HSE Dublin and Midlands Total,126,13,139,155,0,17,4
01/11/2023,UH Waterford,0,,0,8,,,
01/11/2023,Wexford General Hospital,0,8,8,5,,,
01/11/2023,Cork University Hospital,25,7,32,25,,11,
01/11/2023,Mercy University Hospital,12,0,12,8,,4,4
01/11/2023,UH Kerry,26,0,26,24,,8,
01/11/2023,UH Limerick,10,40,50,20,,1,1
01/11/2023,Galway University Hospital,30,11,41,21,,8,2
01/11/2023,Letterkenny University Hospital,2,7,9,15,,3,
01/11/2023,HSE Dublin and South East Total,105,73,178,126,0,35,7
01/11/2023,Mayo University Hospital,5,9,14,8,,4,
01/11/2023,Portiuncula University Hospital,0,0,0,4,,,
01/11/2023,Sligo University Hospital,8,8,16,11,,7,
01/11/2023,National Total,328,106,434,324,Unnamed: 16_level_1,64,12
02/11/2023,Beaumont Hospital,0,,0,0,21,,
02/11/2023,Cavan General Hospital,4,,4,6,1,,
02/11/2023,Connolly Hospital,0,0,0,0,9,,
02/11/2023,Mater Misericordiae University Hospital,25,,25,0,26,2,2
02/11/2023,Our Lady of Lourdes Hospital,2,0,2,14,1,,
02/11/2023,Our Lady's Hospital Navan,3,0,3,7,2,,
02/11/2023,CHI at Crumlin,9,,9,,4,,
02/11/2023,CHI at Tallaght,0,,0,,2,,
02/11/2023,HSE Dublin and North East Total,43,0,43,27,66,2,2
02/11/2023,CHI at Temple Street,6,,6,7,4,,
02/11/2023,MRH Mullingar,10,0,10,2,0,1,
02/11/2023,MRH Portlaoise,0,0,0,8,7,,
02/11/2023,MRH Tullamore,0,0,0,13,5,,
02/11/2023,Naas General Hospital,6,5,11,0,14,,
02/11/2023,St. James's Hospital,17,,17,6,64,1,
02/11/2023,Tallaght University Hospital,23,0,23,16,45,12,2
02/11/2023,St Luke's General Hospital Kilkenny,7,0,7,34,6,,
02/11/2023,St. Vincent's University Hospital,16,0,16,22,47,1,
02/11/2023,Tipperary University Hospital,14,,14,13,4,5,
02/11/2023,HSE Dublin and Midlands Total,99,5,104,121,196,20,2
02/11/2023,UH Waterford,0,,0,8,27,,
02/11/2023,Wexford General Hospital,6,6,12,4,4,,
02/11/2023,Cork University Hospital,22,9,31,17,51,3,
02/11/2023,Mercy University Hospital,18,,18,8,23,2,
02/11/2023,UH Kerry,26,0,26,23,21,8,
02/11/2023,UH Limerick,12,39,51,28,15,1,1
02/11/2023,Galway University Hospital,29,12,41,22,19,12,8
02/11/2023,Letterkenny University Hospital,3,4,7,5,22,1,
02/11/2023,HSE Dublin and South East Total,116,70,186,115,182,27,9
02/11/2023,Mayo University Hospital,6,12,18,9,13,7,
02/11/2023,Portiuncula University Hospital,0,0,0,0,3,,
02/11/2023,Sligo University Hospital,7,9,16,12,16,4,
02/11/2023,National Total,271,96,367,284,476,60,13
03/11/2023,Beaumont Hospital,0,,0,0,22,,
03/11/2023,Cavan General Hospital,5,0,5,2,1,,3
03/11/2023,Connolly Hospital,0,0,0,8,8,,
03/11/2023,Mater Misericordiae University Hospital,21,0,21,0,26,,
03/11/2023,Our Lady of Lourdes Hospital,4,1,5,14,1,,
03/11/2023,Our Lady's Hospital Navan,0,0,0,7,2,,
03/11/2023,CHI at Crumlin,9,,9,,4,,
03/11/2023,CHI at Tallaght,3,,3,,2,,
03/11/2023,HSE Dublin and North East Total,42,1,43,31,66,0,3
03/11/2023,CHI at Temple Street,12,,12,8,4,,
03/11/2023,MRH Mullingar,5,0,5,1,0,,
03/11/2023,MRH Portlaoise,1,0,1,0,7,,
03/11/2023,MRH Tullamore,0,0,0,25,5,,
03/11/2023,Naas General Hospital,6,0,6,2,13,,
03/11/2023,St. James's Hospital,33,0,33,0,63,1,
03/11/2023,Tallaght University Hospital,20,0,20,19,42,5,1
03/11/2023,St Luke's General Hospital Kilkenny,5,0,5,38,6,,
03/11/2023,St. Vincent's University Hospital,10,0,10,22,52,3,
03/11/2023,Tipperary University Hospital,18,0,18,12,4,5,
03/11/2023,HSE Dublin and Midlands Total,110,0,110,127,196,14,1
03/11/2023,UH Waterford,0,,0,4,27,,
03/11/2023,Wexford General Hospital,8,5,13,4,6,1,
03/11/2023,Cork University Hospital,21,9,30,16,49,4,
03/11/2023,Mercy University Hospital,15,0,15,8,20,2,
03/11/2023,UH Kerry,29,0,29,20,21,11,
03/11/2023,UH Limerick,6,34,40,23,15,2,
03/11/2023,Galway University Hospital,24,7,31,21,21,14,1
03/11/2023,Letterkenny University Hospital,2,0,2,0,24,,
03/11/2023,HSE Dublin and South East Total,105,55,160,96,183,34,1
03/11/2023,Mayo University Hospital,21,,21,7,8,7,
03/11/2023,Portiuncula University Hospital,1,0,1,1,3,,
03/11/2023,Sligo University Hospital,3,8,11,12,16,4,
03/11/2023,National Total,282,64,346,274,472,59,5
04/11/2023,Beaumont Hospital,0,0,0,0,18,,
04/11/2023,Cavan General Hospital,5,0,5,11,1,,
04/11/2023,Connolly Hospital,0,0,0,0,8,,
04/11/2023,Mater Misericordiae University Hospital,22,,22,0,20,1,
04/11/2023,Our Lady of Lourdes Hospital,6,1,7,12,1,,
04/11/2023,Our Lady's Hospital Navan,0,0,0,7,2,,
04/11/2023,CHI at Crumlin,12,,12,,4,,
04/11/2023,CHI at Tallaght,2,,2,,2,,
04/11/2023,HSE Dublin and North East Total,47,1,48,30,56,1,0
04/11/2023,CHI at Temple Street,9,,9,,4,,
04/11/2023,MRH Mullingar,0,10,10,1,0,,
04/11/2023,MRH Portlaoise,12,,12,0,7,,
04/11/2023,MRH Tullamore,0,0,0,12,5,,
04/11/2023,Naas General Hospital,12,1,13,0,13,,
04/11/2023,St. James's Hospital,22,,22,0,60,1,
04/11/2023,Tallaght University Hospital,16,0,16,8,38,1,
04/11/2023,St Luke's General Hospital Kilkenny,0,3,3,27,6,,
04/11/2023,St. Vincent's University Hospital,9,0,9,32,48,1,
04/11/2023,Tipperary University Hospital,7,0,7,13,4,3,
04/11/2023,HSE Dublin and Midlands Total,87,14,101,93,185,6,0
04/11/2023,UH Waterford,0,0,0,3,27,,
04/11/2023,Wexford General Hospital,9,,9,0,6,2,
04/11/2023,Cork University Hospital,0,6,6,12,49,,
04/11/2023,Mercy University Hospital,11,0,11,8,18,,
04/11/2023,UH Kerry,15,0,15,20,23,4,
04/11/2023,UH Limerick,5,10,15,17,13,,
04/11/2023,Galway University Hospital,11,1,12,21,21,1,
04/11/2023,Letterkenny University Hospital,0,0,0,0,23,,
04/11/2023,HSE Dublin and South East Total,51,17,68,81,180,7,0
04/11/2023,Mayo University Hospital,5,11,16,0,6,8,
04/11/2023,Portiuncula University Hospital,2,0,2,0,3,,
04/11/2023,Sligo University Hospital,6,7,13,9,16,6,
04/11/2023,National Total,198,50,248,213,446,28,0
05/11/2023,Beaumont Hospital,0,0,0,0,18,,
05/11/2023,Cavan General Hospital,10,0,10,11,1,,
